,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
290,43.8,0.8,0.8,39.4,2.8,0.3,-,0.3,0.1,-,-,-,-,-,0.1
291,16.5,0.6,0.5,13.5,1.8,0.8,0.1,0.7,0.1,-,-,-,-,-,0.1
292,33.5,8.7,11.8,13,-,-,-,-,-,-,-,-,-,-,-
293,11.6,0.2,0.4,8.9,2.1,0.5,-,0.5,-,-,-,-,-,-,-
294,13.9,0.4,0.5,10.6,2.5,0.8,0.1,0.6,-,-,-,-,-,-,-
295,20.5,0.7,2.9,14,2.9,0.3,-,0.3,0.1,-,-,-,-,-,0.1
296,7.1,0.3,-,5.7,1.2,0.8,-,0.8,0.1,0.1,-,-,-,-,-
297,21.6,0.5,0.1,19.2,1.8,1.3,0.1,1.2,0.1,-,-,-,-,-,0.1
298,45.6,0.7,0.8,40.6,3.4,0.8,0.1,0.6,0.1,-,-,-,-,-,0.1
299,21.3,0.2,0.2,18.3,2.5,0.8,-,0.8,0.1,-,-,-,-,-,0.1
300,4,-,1,3,-,-,-,-,-,-,-,-,-,-,-
301,42.6,1.4,1.1,36.4,3.6,0.7,-,0.7,-,-,-,-,-,-,-
302,25.9,0.3,0.3,24,1.4,0.3,-,0.3,-,-,-,-,-,-,-
303,6.1,0.2,0.3,3.8,1.8,0.5,-,0.5,-,-,-,-,-,-,-
304,33.5,5.3,7.5,20.4,0.4,-,-,-,-,-,-,-,-,-,-
305,6,4,2,-,-,-,-,-,-,-,-,-,-,-,-
306,31.6,5.1,5.2,20.6,0.7,-,-,-,-,-,-,-,-,-,-
307,18.6,0.5,0.6,14.1,3.4,0.4,0.1,0.3,0.1,-,-,-,-,-,0.1
308,15.4,0.2,0.7,11.8,2.7,0.5,-,0.4,-,-,-,-,-,-,-
309,4.3,0.3,0.3,3.3,0.3,0.3,-,0.3,-,-,-,-,-,-,-
310,65.2,0.8,2.8,58.7,2.8,0.3,0.2,0.2,-,-,-,-,-,-,-
311,46,1,0.5,41.2,3.3,0.3,-,0.3,-,-,-,-,-,-,-
312,8,0.2,0.3,5.6,2,0.2,0.1,0.2,-,-,-,-,-,-,-
313,27,0.3,1,19.3,6.3,0.3,-,0.3,-,-,-,-,-,-,-
314,35.6,8.9,12.4,13.4,0.9,0.1,0.1,-,-,-,-,-,-,-,-
315,58.7,1.9,3.5,50,3.3,0.1,-,0.1,-,-,-,-,-,-,-
316,29.4,1.4,1,24,3,1.2,0.3,0.8,0.1,-,-,0.1,-,-,-
317,15,0.6,0.8,10.9,2.7,0.6,0.2,0.4,0.1,-,-,0.1,-,-,0.1
318,72.9,2.3,1.2,66.6,2.9,0.5,-,0.5,-,-,-,-,-,-,-
319,35.5,1,2.1,30,2.3,0.1,0.1,-,-,-,-,-,-,-,-
320,26.5,0.6,0.3,23.8,1.8,0.5,-,0.5,0.1,-,-,-,-,-,0.1
321,32.1,0.8,0.8,28,2.5,0.3,-,0.3,-,-,-,-,-,-,-
322,27,3.9,11.3,11.7,0.2,0.1,0.1,-,-,-,-,-,-,-,-
323,82,5,5,65,7,-,-,-,-,-,-,-,-,-,-
324,15.1,0.6,0.3,11.1,3.1,0.7,0.1,0.6,0.1,-,-,-,-,-,-
325,36.5,1.6,0.6,31.7,2.5,0.2,0.2,-,-,-,-,-,-,-,-
326,25,0.9,0.8,20.7,2.6,0.4,-,0.4,-,-,-,-,-,-,-
327,33,2,1.5,27,2.5,-,-,-,-,-,-,-,-,-,-
328,15.1,0.5,0.8,10.6,3.3,1.1,0.3,0.8,-,-,-,-,-,-,-
329,18.6,0.3,0.4,16.1,1.8,0.7,-,0.7,0.1,-,-,-,-,-,-
330,12.2,0.1,-,10.9,1.1,0.5,-,0.5,0.1,-,-,-,-,-,0.1
331,38,2.2,2.8,31.3,1.6,-,-,-,-,-,-,-,-,-,-
332,19.7,1.6,0.7,14.6,2.8,0.8,0.2,0.6,0.1,-,-,-,-,-,0.1
333,12,0.2,0.3,9.8,1.8,0.5,0.1,0.4,0.1,0.1,-,-,-,-,-
334,35,1.4,1.1,28.9,3.6,0.4,0.2,0.3,-,-,-,-,-,-,-
335,32.5,0.5,0.5,28.5,3,0.5,-,0.5,-,-,-,-,-,-,-
336,19.5,0.7,0.5,17.2,1.1,0.1,-,0.1,-,-,-,-,-,-,-
337,9,0.2,0.4,6.5,1.9,0.9,-,0.9,-,-,-,-,-,-,-
338,44.1,2.3,3,36.2,2.6,0.1,0.1,0.1,-,-,-,-,-,-,-
339,22.9,0.4,0.8,18.3,3.4,0.6,0.1,0.5,-,-,-,-,-,-,-
340,43.9,1.7,1.8,36.7,3.7,0.6,-,0.6,-,-,-,-,-,-,-
341,79.6,4,4,68.5,3,0.3,-,0.2,-,-,-,-,-,-,-
342,12.2,0.2,0.4,9.5,2.2,0.9,0.2,0.7,0.1,-,-,-,-,-,0.1
343,26.9,2.5,1.9,20.4,2.1,0.5,0.3,0.2,-,-,-,-,-,-,-
344,53.2,1.7,2.2,46.6,2.7,0.2,-,0.2,-,-,-,-,-,-,-
345,22.3,0.5,2.1,17.5,2.2,0.1,-,0.1,-,-,-,-,-,-,-
346,64.2,3,2.9,54,4.3,0.4,-,0.4,-,-,-,-,-,-,-
347,15.2,0.8,0.5,10.9,2.9,0.7,0.3,0.4,0.1,-,-,0.1,-,-,0.1
348,23.3,0.8,1.2,18.3,3,0.7,0.1,0.7,0.1,-,-,-,-,-,0.1
349,31.8,1.1,1.7,26.8,2.1,-,-,-,-,-,-,-,-,-,-
350,19,2,2.3,11.7,3,-,-,-,-,-,-,-,-,-,-
351,10.8,0.3,0.1,8.3,2.1,0.6,0.2,0.5,-,-,-,-,-,-,-
352,11.6,0.3,0.4,8.8,2,0.8,-,0.8,0.2,-,-,-,-,-,0.1
353,10.8,0.1,0.3,7.9,2.6,0.4,-,0.4,-,-,-,-,-,-,-
354,35.6,1.1,1.8,29.7,3,-,-,-,-,-,-,-,-,-,-
355,11.6,0.2,0.3,9.1,2.1,0.4,0.1,0.3,-,-,-,-,-,-,-
356,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
357,11,1.2,0.4,6.6,2.9,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
358,33.2,6.8,12,14,0.3,0.2,0.2,-,-,-,-,-,-,-,-
359,9.5,0.5,-,6.5,2.5,0.5,-,0.5,-,-,-,-,-,-,-
360,7.2,-,-,6.4,0.8,0.6,-,0.6,-,-,-,-,-,-,-
361,18.8,0.8,2.1,13.9,2.2,0.3,-,0.3,-,-,-,-,-,-,-
362,22.9,0.2,1.2,19.3,2.2,0.2,-,0.2,0.1,-,-,-,-,-,0.1
363,12,-,-,10.5,1.5,-,-,-,-,-,-,-,-,-,-
364,35,0.5,0.2,29.3,5,1,-,1,-,-,-,-,-,-,-
365,24.7,1.1,1.1,19.8,2.8,0.2,0.1,0.1,-,-,-,-,-,-,-
366,19.6,1.4,0.3,15.7,2.2,0.2,-,0.2,-,-,-,-,-,-,-
367,45.6,0.9,0.8,39.6,4.3,0.8,0.3,0.5,0.1,-,-,-,-,-,-
368,10.8,0.2,0.3,8.6,1.7,0.5,-,0.5,-,-,-,-,-,-,-
369,52.3,1.6,3.9,42.9,3.9,0.3,0.1,0.1,-,-,-,-,-,-,-
370,10.6,0.5,1.1,7.5,1.5,-,-,-,-,-,-,-,-,-,-
371,11.7,0.8,1.5,8.3,1,-,-,-,-,-,-,-,-,-,-
372,38.8,0.8,1.6,31.9,4.5,0.5,0.1,0.4,-,-,-,-,-,-,-
373,55.8,2.2,1.5,49.5,2.6,0.1,-,0.1,-,-,-,-,-,-,-
374,28.3,1.7,5,21.7,-,-,-,-,-,-,-,-,-,-,-
375,9.7,0.2,0.3,7.5,1.7,0.3,-,0.3,-,-,-,-,-,-,-
376,26.3,0.4,0.6,22.1,3.2,0.6,-,0.6,-,-,-,-,-,-,-
377,7.8,-,0.4,6.8,0.6,1,-,1,0.2,-,-,-,-,-,0.2
378,7.4,-,-,6,1.4,0.4,-,0.4,-,-,-,-,-,-,-
379,9.5,0.2,1.5,6,1.8,0.3,0.2,0.2,-,-,-,-,-,-,-
380,37.4,1.1,0.9,33.5,1.8,-,-,-,-,-,-,-,-,-,-
381,6.9,-,-,5.8,1.2,0.2,-,0.2,-,-,-,-,-,-,-
382,9.5,0.5,0.3,6.5,2.2,0.2,-,0.2,0.1,-,-,-,-,-,0.1
383,38.3,1.3,1,32.3,3.7,0.7,-,0.7,-,-,-,-,-,-,-
384,8.7,-,-,6.7,2,0.7,-,0.7,-,-,-,-,-,-,-
385,12.7,0.2,0.2,8.9,3.4,0.4,-,0.4,-,-,-,-,-,-,-
386,17,1,0.7,12.7,2.7,-,-,-,-,-,-,-,-,-,-
387,20.5,0.7,0.3,17.1,2.4,0.5,0.1,0.4,0.1,-,-,-,-,-,0.1
388,9.5,0.6,0.5,6.7,1.7,0.2,0.1,0.2,-,-,-,-,-,-,-
389,36,1.9,2.2,29.6,2.3,0.1,-,0.1,-,-,-,-,-,-,-
390,31.3,1.3,1.1,26.6,2.3,0.3,0.2,0.1,-,-,-,-,-,-,-
391,42.2,1,0.8,36,4.5,0.4,-,0.4,-,-,-,-,-,-,-
392,31.6,0.4,0.8,27.5,3,0.3,-,0.3,-,-,-,-,-,-,-
393,8.3,0.1,0.1,7.3,0.8,0.8,0.1,0.6,-,-,-,-,-,-,-
394,7.8,-,0.2,6.2,1.4,0.4,-,0.4,-,-,-,-,-,-,-
395,5.9,0.1,0.1,4.1,1.5,0.4,-,0.4,0.1,-,-,-,-,-,0.1
396,11,0.1,0.3,8.1,2.5,0.6,-,0.6,0.2,-,-,-,-,-,0.2
397,29.9,0.6,0.9,25,3.3,0.2,-,0.2,0.1,-,-,-,-,-,0.1
398,20.5,0.6,0.5,16.1,3.2,0.6,0.1,0.5,-,-,-,-,-,-,-
399,10.8,0.1,0.1,8.7,1.9,0.5,-,0.5,0.2,-,-,-,-,-,0.2
400,4.8,0.2,0.1,3.3,1.2,0.5,0.1,0.4,-,-,-,-,-,-,-
401,1.7,-,0.3,1,0.3,0.3,-,0.3,0.3,-,-,-,-,-,0.3
402,19.8,0.6,0.7,16.9,1.7,0.5,-,0.5,-,-,-,-,-,-,-
403,20.9,0.7,0.3,18.6,1.3,0.1,-,0.1,-,-,-,-,-,-,-
404,2.5,0.5,-,0.5,1.5,-,-,-,-,-,-,-,-,-,-
405,41.1,0.8,1,36.3,3.1,0.6,-,0.6,-,-,-,-,-,-,-
406,10.3,0.2,0.7,6.9,2.5,0.6,-,0.6,-,-,-,-,-,-,-
407,4,0.3,-,2.8,0.8,0.3,0.2,0.2,-,-,-,-,-,-,-
408,8.7,0.2,0.2,6.3,1.9,0.5,-,0.5,-,-,-,-,-,-,-
409,20,0.6,1.5,15.6,2.3,0.4,0.1,0.3,-,-,-,-,-,-,-
410,19.8,0.7,1.3,16,1.8,-,-,-,-,-,-,-,-,-,-
411,7,-,-,7,-,-,-,-,-,-,-,-,-,-,-
412,42.9,0.9,0.7,39.3,2,0.1,-,0.1,-,-,-,-,-,-,-
413,25.2,5.2,6.4,12.4,1.2,-,-,-,-,-,-,-,-,-,-
414,18.9,0.7,1.3,15.1,1.7,-,-,-,-,-,-,-,-,-,-
415,48.7,1.5,2.2,41.7,3.3,0.5,-,0.5,-,-,-,-,-,-,-
416,15.6,0.6,0.4,12.8,1.8,0.1,-,0.1,-,-,-,-,-,-,-
417,12.4,1.1,0.3,9.4,1.7,0.3,0.2,0.2,0.1,-,-,-,-,-,0.1
418,14.5,-,-,12,2.5,0.5,-,0.5,-,-,-,-,-,-,-
419,31.5,9,12,10.5,-,-,-,-,-,-,-,-,-,-,-
420,8.7,0.3,0.3,6.3,1.9,0.2,-,0.2,0.1,-,-,-,-,-,0.1
421,55.8,1.8,2.8,48.8,2.5,-,-,-,-,-,-,-,-,-,-
422,19,0.3,0.5,16.8,1.5,0.5,-,0.5,-,-,-,-,-,-,-
423,24.9,0.5,0.2,22.7,1.7,0.5,0.1,0.4,-,-,-,-,-,-,-
424,33.6,0.7,1.1,28.6,3.2,0.7,0.2,0.5,0.1,0.1,-,-,-,-,-
425,14.3,0.5,0.2,11.8,1.8,0.2,-,0.2,-,-,-,-,-,-,-
426,37.2,2.9,2.7,29.3,2.2,0.1,0.1,0.1,-,-,-,-,-,-,-
427,16.5,0.4,1.6,13,1.5,0.2,-,0.2,0.1,0.1,-,-,-,-,-
428,14.1,0.1,0.2,12.9,0.9,0.3,-,0.3,-,-,-,-,-,-,-
429,5.5,-,0.1,3.7,1.8,0.2,-,0.2,0.1,-,-,-,-,-,0.1
430,13.5,0.4,0.3,11.2,1.6,0.3,-,0.3,0.1,-,-,-,-,-,0.1
431,20,1.3,0.5,15.3,2.8,-,-,-,-,-,-,-,-,-,-
432,9.9,0.2,0.2,8.3,1.2,0.7,-,0.7,0.1,-,-,-,-,-,0.1
433,13.9,0.3,0.4,10.2,3,0.4,-,0.4,0.1,-,-,0.1,-,-,-
434,14.8,0.8,-,11.5,2.5,-,-,-,-,-,-,-,-,-,-
435,21.8,0.6,0.7,17.5,3,0.1,-,0.1,-,-,-,-,-,-,-
436,82,5,15,56,6,-,-,-,-,-,-,-,-,-,-
437,5.5,-,-,4.5,1,0.5,-,0.5,-,-,-,-,-,-,-
438,11,0.2,0.2,8,2.6,0.5,0.1,0.4,0.1,-,-,-,-,-,0.1
439,4.1,-,0.1,2.3,1.8,0.2,-,0.2,0.1,-,-,-,-,-,0.1
440,5.2,0.2,0.5,3.2,1.3,0.5,0.2,0.3,-,-,-,-,-,-,-
441,4,-,-,4,-,1,-,1,-,-,-,-,-,-,-
442,3,-,1,1,1,-,-,-,-,-,-,-,-,-,-
443,9.4,-,-,7.5,2,0.5,-,0.4,-,-,-,-,-,-,-
444,28.7,2.3,1.8,20.9,3.7,0.3,0.1,0.2,-,-,-,-,-,-,-
445,6.8,-,-,5.4,1.3,0.4,-,0.4,-,-,-,-,-,-,-
446,9.6,0.3,0.5,7,1.8,0.5,-,0.4,0.2,-,-,-,-,-,0.2
447,12.6,0.3,0.2,10.7,1.5,0.1,-,0.1,-,-,-,-,-,-,-
448,60,3.5,3.6,49.9,3,-,-,-,-,-,-,-,-,-,-
449,11.1,0.4,0.9,7.3,2.4,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
450,8.6,0.6,1.3,6.1,0.6,0.3,-,0.3,-,-,-,-,-,-,-
451,9.9,0.2,0.4,7.4,1.9,0.8,0.2,0.6,0.1,0.1,0.1,-,-,-,-
452,18.2,0.2,0.4,15.4,2.3,0.3,-,0.3,0.1,-,-,-,-,-,0.1
453,15.8,0.1,0.2,13.4,2.1,0.4,-,0.4,-,-,-,-,-,-,-
454,24.1,0.6,0.8,19.8,3,0.6,0.2,0.4,-,-,-,-,-,-,-
455,13.8,0.3,0.8,10.9,1.9,0.1,0.1,-,-,-,-,-,-,-,-
456,5.3,-,0.2,4.2,1,0.3,-,0.3,-,-,-,-,-,-,-
457,33.7,0.9,1.1,28.4,3.3,0.2,-,0.2,-,-,-,-,-,-,-
458,10.1,0.3,0.3,9.3,0.4,0.1,-,0.1,-,-,-,-,-,-,-
459,7.6,0.2,0.4,5.8,1.2,0.3,0.1,0.3,-,-,-,-,-,-,-
460,7,-,0.3,6,0.7,-,-,-,-,-,-,-,-,-,-
461,5,0.1,-,3.7,1.1,0.3,0.1,0.1,-,-,-,-,-,-,-
462,22.6,0.4,0.4,20.4,1.3,0.4,-,0.4,-,-,-,-,-,-,-
463,2.3,-,-,1.7,0.7,-,-,-,-,-,-,-,-,-,-
464,7.7,-,0.1,6.6,1,0.4,-,0.4,0.1,0.1,-,-,-,-,-
465,13.5,0.2,0.3,11.1,1.9,0.5,0.1,0.4,0.1,-,-,-,-,-,0.1
466,42,1.3,1.4,36.8,2.6,0.1,0.1,-,-,-,-,-,-,-,-
467,12,0.7,0.1,10.1,1.1,0.1,-,0.1,-,-,-,-,-,-,-
468,8.2,0.2,0.2,7.2,0.6,-,-,-,-,-,-,-,-,-,-
469,3,-,-,2.5,0.5,-,-,-,-,-,-,-,-,-,-
470,2,-,-,2,-,1,1,-,-,-,-,-,-,-,-
471,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
472,11.7,0.6,0.5,9,1.5,0.2,-,0.2,-,-,-,-,-,-,-
473,4.4,0.1,0.2,3.2,0.9,0.2,-,0.2,-,-,-,-,-,-,-
474,9.5,-,0.1,7.9,1.5,0.2,-,0.2,-,-,-,-,-,-,-
475,9.5,1,-,7.5,1,-,-,-,-,-,-,-,-,-,-
476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
477,15.4,1.7,1,11.5,1.3,0.3,0.2,0.1,-,-,-,-,-,-,-
478,20.8,0.6,0.7,17.1,2.4,0.5,0.1,0.4,-,-,-,-,-,-,-
479,4.4,0.1,0.1,3.9,0.3,0.3,0.1,0.2,-,-,-,-,-,-,-
480,18,0.4,0.8,15.1,1.7,0.4,0.1,0.3,0.1,-,-,-,-,-,0.1
481,16.6,0.9,1.9,12,1.9,-,-,-,-,-,-,-,-,-,-
482,11,1,-,8.3,1.8,-,-,-,-,-,-,-,-,-,-
483,7.5,0.1,0.1,6.1,1.2,0.1,-,0.1,-,-,-,-,-,-,-
484,19.7,0.6,0.6,15.9,2.6,0.6,0.2,0.4,-,-,-,-,-,-,-
485,6,-,-,4,2,-,-,-,-,-,-,-,-,-,-
486,6.5,0.2,0.1,4.6,1.6,-,-,-,-,-,-,-,-,-,-
487,5.5,-,-,5,0.5,-,-,-,-,-,-,-,-,-,-
488,5.3,-,-,4.3,1,0.8,-,0.8,-,-,-,-,-,-,-
489,7.1,0.1,0.1,5.8,1.1,0.3,-,0.3,-,-,-,-,-,-,-
490,6,-,-,6,-,-,-,-,-,-,-,-,-,-,-
491,45.3,6,13.3,24.7,1.3,-,-,-,-,-,-,-,-,-,-
492,8.1,0.1,0.2,6,1.8,0.3,-,0.3,0.1,-,-,-,-,-,0.1
493,17,0.6,0.1,14.4,1.9,0.3,-,0.3,-,-,-,-,-,-,-
494,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-
495,17.3,0.6,1.3,13.4,2,-,-,-,-,-,-,-,-,-,-
496,18.5,-,0.5,16,2,1,0.5,0.5,-,-,-,-,-,-,-
497,5.4,0.1,-,4.9,0.4,0.1,-,0.1,-,-,-,-,-,-,-
498,3.7,-,0.1,2.5,1.1,0.1,-,0.1,-,-,-,-,-,-,-
499,1,-,-,1,-,0.5,-,0.5,-,-,-,-,-,-,-
500,3.7,0.3,0.1,2.4,0.9,-,-,-,-,-,-,-,-,-,-
501,10.1,0.4,0.3,7.8,1.6,0.5,-,0.5,-,-,-,-,-,-,-
502,2.7,-,0.3,2,0.3,-,-,-,-,-,-,-,-,-,-
503,3,-,-,2,1,-,-,-,-,-,-,-,-,-,-
504,2.6,-,0.1,2.3,0.3,0.3,-,0.3,-,-,-,-,-,-,-
505,2,-,-,1.5,0.5,-,-,-,-,-,-,-,-,-,-
506,8.4,-,0.1,5.9,2.4,0.1,-,0.1,-,-,-,-,-,-,-
507,4.3,-,-,3.3,1,0.3,-,0.3,-,-,-,-,-,-,-
508,16,2,-,13,1,-,-,-,-,-,-,-,-,-,-
509,4,-,-,3,1,-,-,-,-,-,-,-,-,-,-
510,16,1,2,8,5,-,-,-,-,-,-,-,-,-,-
511,15.9,0.4,0.3,12.2,3,0.3,0.1,0.2,-,-,-,-,-,-,-
512,5,0.1,0.3,4,0.6,0.1,-,0.1,-,-,-,-,-,-,-
513,0.9,-,-,0.4,0.5,0.1,-,0.1,-,-,-,-,-,-,-
514,51,1.4,0.9,45.5,3.2,0.1,-,0.1,-,-,-,-,-,-,-
515,7.3,-,0.6,5.6,1.1,-,-,-,-,-,-,-,-,-,-
516,2,-,-,1.5,0.5,0.3,-,0.3,-,-,-,-,-,-,-
517,4.4,-,0.2,3.5,0.7,0.1,-,0.1,-,-,-,-,-,-,-
518,9.3,1.3,0.7,7,0.3,-,-,-,-,-,-,-,-,-,-
519,7.5,-,0.5,5.5,1.5,-,-,-,-,-,-,-,-,-,-
520,4.5,1,-,3.5,-,-,-,-,-,-,-,-,-,-,-
521,45.3,1.9,2.1,39.3,1.9,0.1,0.1,-,-,-,-,-,-,-,-
522,3.6,0.2,0.1,2.9,0.4,0.3,-,0.3,-,-,-,-,-,-,-
523,15.6,1.1,1.3,11.1,2.2,0.2,-,0.2,-,-,-,-,-,-,-
524,5.3,-,-,3.7,1.7,0.3,-,0.3,-,-,-,-,-,-,-
525,3.5,-,-,3.5,-,0.5,-,0.5,-,-,-,-,-,-,-
526,25,1,1,21,2,-,-,-,-,-,-,-,-,-,-
527,7,-,-,7,-,-,-,-,-,-,-,-,-,-,-
528,16,0.7,0.7,13.7,1,0.3,-,0.3,-,-,-,-,-,-,-
529,57,0.5,2,52.5,2,-,-,-,-,-,-,-,-,-,-
530,5,-,-,5,-,-,-,-,-,-,-,-,-,-,-
531,30.8,1,2.5,24.8,2.5,-,-,-,-,-,-,-,-,-,-
532,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
534,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
536,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
537,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-
538,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
539,2.7,-,-,2.7,-,-,-,-,-,-,-,-,-,-,-
540,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
542,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-
543,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
544,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-
545,0.3,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-
546,2.7,-,-,2.3,0.5,0.2,-,0.2,-,-,-,-,-,-,-
547,9.2,-,0.2,7.2,1.8,-,-,-,-,-,-,-,-,-,-
548,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-
549,10.9,0.1,-,9.1,1.6,0.3,-,0.3,-,-,-,-,-,-,-
550,22,6,6,10,-,-,-,-,-,-,-,-,-,-,-
551,13.5,0.5,-,8,5,0.5,-,0.5,-,-,-,-,-,-,-
552,2.8,-,-,2,0.8,0.1,-,0.1,-,-,-,-,-,-,-
553,4.3,0.3,1,2,1,0.3,-,0.3,-,-,-,-,-,-,-
554,3.5,-,-,3,0.5,-,-,-,-,-,-,-,-,-,-
555,8,-,0.5,5,2.5,-,-,-,-,-,-,-,-,-,-
556,7.4,-,0.1,5.6,1.6,0.1,-,0.1,-,-,-,-,-,-,-
557,9,1,-,7,1,1,-,1,-,-,-,-,-,-,-
558,6,-,-,4,2,-,-,-,-,-,-,-,-,-,-
559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
560,29.7,2,2.1,22.4,3.1,0.1,-,0.1,-,-,-,-,-,-,-
561,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
562,24,-,0.5,20,3.5,-,-,-,-,-,-,-,-,-,-
563,57,10,27,18,2,-,-,-,-,-,-,-,-,-,-
